,model,weight_g,weight_oz,OS,internal_memory,audio_jack,GPS,battery_mah,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,thickness_mm,GPU_new,brand_idx,GPS_new,primary_cam_MP,secondary_cam_MP,gprs,edge,sim,ppi,memory_card,battery_removable,indian_price,ram
4666,Asha 303,99.0,3.49,0,170.0,1,0,1300.0,2.6,32.3,116.5,55.7,13.9,0,44,0,3.2,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,8
4667,Asha 300,85.0,3.0,0,140.0,1,0,1110.0,2.4,31.9,112.8,49.5,12.7,0,44,0,5.0,0.0,1.0,1.0,1,410,128,1,5182.8,8
4668,Asha 201,105.0,3.7,0,10.0,1,0,1430.0,2.4,25.3,115.5,61.1,14.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,3702.0000000000005,8
4669,Asha 200,105.0,3.7,0,10.0,1,0,1430.0,2.4,25.3,115.4,61.1,14.0,0,44,0,2.0,0.0,-99999.0,-99999.0,2,390,128,1,3702.0000000000005,6
4671,C2-05,98.5,3.46,0,64.0,1,0,860.0,2.0,26.1,99.4,47.8,16.3,0,44,0,0.0,0.0,-99999.0,-99999.0,1,410,128,1,4442.400000000001,6
4672,X2-05,87.8,3.07,0,64.0,1,0,800.0,2.2,26.5,113.0,50.0,15.0,0,44,0,0.0,0.0,-99999.0,-99999.0,1,410,128,1,6663.6,8
4673,C5-06,93.0,3.28,10,40.0,1,1,1000.0,3.2,52.3,105.8,51.0,13.8,0,44,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,6
4674,C5-05,93.0,3.28,10,40.0,1,1,1000.0,3.2,52.3,105.8,51.0,13.8,0,44,1,2.0,0.0,-99999.0,-99999.0,1,210,128,1,5923.200000000001,8
4675,C5-04,100.0,3.53,10,60.0,1,1,1000.0,3.2,52.5,105.8,50.8,13.8,0,44,1,2.0,0.0,-99999.0,-99999.0,1,410,128,1,7404.000000000001,8
4678,701,131.0,4.62,10,8.0,1,1,1300.0,3.5,50.7,117.2,56.8,11.0,0,44,1,8.0,0.0,-99999.0,-99999.0,1,210,128,1,11106.000000000002,8
4679,700,96.0,3.39,10,2.0,1,1,1080.0,3.2,50.6,110.0,50.7,9.7,0,44,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,10365.6,6
4680,600,100.0,3.53,10,2.0,1,1,1200.0,3.2,48.0,111.0,53.0,13.0,0,44,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,17769.600000000002,4
4681,C3-01 Gold Edition,100.0,3.53,0,140.0,1,0,1050.0,2.4,33.8,111.0,47.5,11.0,0,44,0,5.0,0.0,-99999.0,-99999.0,1,390,128,1,13327.2,8
4682,500,93.0,3.28,10,2.0,1,1,1110.0,3.2,47.1,111.3,53.8,14.1,0,44,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,8144.400000000001,4
4683,N9,135.0,4.76,0,16.0,1,1,1450.0,3.9,58.8,116.5,61.2,12.1,5,44,1,8.0,0.0,-99999.0,-99999.0,1,225,128,0,10365.6,8
4684,C5 5MP,95.0,3.35,10,270.0,1,1,1050.0,2.2,29.0,112.3,46.0,12.3,0,44,1,5.0,0.0,1.0,1.0,1,410,128,1,8144.400000000001,4
4685,C2-06,115.0,4.06,0,10.0,1,0,1020.0,2.6,39.5,103.0,51.4,17.0,0,44,0,2.0,0.0,-99999.0,-99999.0,2,410,128,1,8144.400000000001,4
4686,C2-03,115.0,4.06,0,10.0,1,0,1020.0,2.6,39.5,103.0,51.4,17.0,0,44,0,2.0,0.0,-99999.0,-99999.0,2,210,128,1,5182.8,6
4687,C2-02,115.0,4.06,0,10.0,1,0,1020.0,2.6,39.5,103.0,51.4,17.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,5182.8,6
4688,702T,127.0,4.48,10,8.0,1,1,1200.0,2.46,26.5,117.1,60.4,10.0,0,44,1,8.0,0.0,1.0,1.0,1,210,128,1,13327.2,6
4691,Oro,132.0,4.66,10,8.0,1,1,1200.0,3.5,50.1,117.3,57.5,12.2,4,44,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,17029.2,8
4693,X7-00,146.0,5.15,10,1.0,1,1,1200.0,4.0,58.7,119.7,62.8,11.9,4,44,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,13327.2,8
4694,E6,133.0,4.69,10,8.0,1,1,1500.0,2.46,27.5,115.5,59.0,10.5,0,44,1,8.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,4
4695,C7 Astound,130.0,4.59,10,8.0,1,1,1200.0,3.5,50.7,117.3,56.8,10.5,4,44,1,8.0,0.0,-99999.0,-99999.0,1,210,128,1,16288.800000000001,4
4697,X2-01,107.5,3.77,0,55.0,1,0,1020.0,2.4,25.0,119.4,59.8,14.3,0,44,0,0.0,0.0,1.0,-99999.0,1,210,128,1,3702.0000000000005,6
4698,C2-01,89.0,3.14,0,43.0,1,0,1020.0,2.0,24.1,109.8,46.9,15.3,0,44,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,4
4699,C5-03,93.0,3.28,10,40.0,1,1,1000.0,3.2,52.3,105.8,51.0,13.8,0,44,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,4
4700,E7,176.0,6.21,10,16.0,1,1,1200.0,4.0,57.1,123.7,62.4,13.6,4,44,1,8.0,0.0,-99999.0,-99999.0,1,410,128,0,11106.000000000002,4
4701,C6-01,131.0,4.62,10,340.0,1,1,1050.0,3.2,51.8,103.8,52.5,13.9,4,44,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,12586.800000000001,6
4702,C7,130.0,4.59,10,8.0,1,1,1200.0,3.5,50.7,117.3,56.8,10.5,4,44,1,8.0,0.0,-99999.0,-99999.0,1,210,128,1,11106.000000000002,8
4703,C3-01 Touch and Type,100.0,3.53,0,30.0,1,0,1050.0,2.4,33.8,111.0,47.5,11.0,0,44,0,5.0,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,6
4704,5250,107.0,3.77,10,51.0,1,0,1000.0,2.8,42.4,104.0,49.0,14.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,4442.400000000001,8
4706,X3-02 Touch and Type,77.4,2.72,0,256.0,1,0,860.0,2.4,34.7,106.2,48.4,9.6,0,44,0,5.0,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,6
4707,X6 8GB,122.0,4.3,10,8.0,1,1,1320.0,3.2,49.9,111.0,51.0,13.8,0,44,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,6
4708,X5-01,129.0,4.55,10,200.0,1,0,950.0,2.36,35.0,74.3,66.4,16.9,0,44,0,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,6
4709,5233,113.0,3.99,10,70.0,1,0,1320.0,3.2,49.2,111.0,51.7,14.5,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,7404.000000000001,8
4710,E73 Mode,127.6,4.48,10,250.0,1,1,1500.0,2.4,26.8,113.8,58.4,10.2,0,44,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,8884.800000000001,4
4711,C2-00,74.1,2.61,0,64.0,1,0,1020.0,1.8,21.0,108.0,45.0,14.7,0,44,0,0.0,0.0,-99999.0,-99999.0,2,390,128,1,3702.0000000000005,6
4713,C1-01,78.8,2.75,0,10.0,1,0,800.0,1.8,21.0,108.0,45.0,14.0,0,44,0,0.0,0.0,-99999.0,0.0,1,410,128,1,3702.0000000000005,4
4715,N8,135.0,4.76,10,16.0,1,1,1200.0,3.5,50.3,113.5,59.1,12.9,4,44,1,12.0,0.0,-99999.0,-99999.0,1,410,128,0,10365.6,6
4716,X2-00,81.0,2.86,0,48.0,1,0,860.0,2.2,28.7,111.0,47.0,13.3,0,44,0,5.0,0.0,-99999.0,-99999.0,1,225,128,1,2961.6000000000004,8
4717,C6,150.0,5.29,10,240.0,1,1,1200.0,3.2,47.1,113.0,53.0,16.8,0,44,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,8884.800000000001,6
4718,E5,126.0,4.44,10,250.0,1,1,1200.0,2.36,25.5,115.0,58.9,12.8,0,44,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,6663.6,4
4719,C3,114.0,4.02,0,55.0,1,0,1320.0,2.4,26.6,115.5,58.1,13.6,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,4
4720,C5,89.3,3.14,10,50.0,1,1,1050.0,2.2,29.1,112.0,46.0,12.3,0,44,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,4
4723,6303i classic,96.0,3.39,0,55.0,1,0,1050.0,2.2,29.8,108.8,46.2,11.7,0,44,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,6
4724,5132 XpressMusic,88.0,3.1,0,30.0,1,0,1200.0,2.0,24.7,107.5,46.7,14.8,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,6
4725,X6 16GB,122.0,4.3,10,16.0,1,1,1320.0,3.2,49.9,111.0,51.0,13.8,0,44,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,9625.2,8
4726,2710 Navigation Edition,87.0,3.07,0,128.0,1,1,1020.0,2.2,29.5,111.2,45.7,13.7,0,44,1,2.0,0.0,-99999.0,-99999.0,1,390,128,1,6663.6,8
4727,X6,122.0,4.3,10,32.0,1,1,1320.0,3.2,49.9,111.0,51.0,13.8,0,44,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,9625.2,6
4728,6700 slide,110.0,3.88,10,45.0,0,0,860.0,2.2,34.2,95.2,46.1,15.9,0,44,0,5.0,0.0,-99999.0,-99999.0,1,390,128,1,6663.6,8
4729,7230,100.0,3.53,0,45.0,1,0,860.0,2.4,37.9,98.0,48.0,14.8,0,44,0,3.15,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,8
4730,5330 Mobile TV Edition,113.0,3.99,0,70.0,1,0,1000.0,2.4,36.8,101.0,48.0,14.0,0,44,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,6
4732,2220 slide,93.5,3.28,0,32.0,1,0,860.0,1.8,22.3,97.4,47.0,15.9,0,44,0,0.0,0.0,-99999.0,-99999.0,1,410,128,1,3702.0000000000005,8
4736,5235 Comes With Music,115.0,4.06,10,70.0,1,1,1320.0,3.2,49.2,111.0,51.7,15.5,0,44,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,8884.800000000001,8
4737,6788,158.0,5.57,10,4.0,1,1,1200.0,2.8,41.9,105.6,54.9,18.9,0,44,1,5.0,0.0,1.0,1.0,1,390,128,1,9625.2,6
4738,N97 mini,138.0,4.87,10,8.0,1,1,1200.0,3.2,47.6,113.0,52.5,14.2,0,44,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,4
4739,X3,103.0,3.63,0,46.0,1,0,860.0,2.2,31.7,96.0,49.3,14.1,0,44,0,3.2,0.0,-99999.0,-99999.0,1,390,128,1,6663.6,8
4740,N900,181.0,6.38,0,32.0,1,1,1320.0,3.5,52.6,110.9,59.8,18.0,5,44,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,11846.400000000001,6
4741,5230,115.0,4.06,10,70.0,1,1,1320.0,3.2,49.2,111.0,51.7,15.5,0,44,1,2.0,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,6
4743,5800 Navigation Edition,109.0,3.84,10,81.0,1,1,1320.0,3.2,49.2,111.0,51.7,15.5,0,44,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,13327.2,4
4744,6350,102.3,3.6,0,52.0,0,0,1050.0,2.0,28.2,93.2,47.2,17.2,0,44,1,2.0,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,6
4745,Mural,110.6,3.88,0,70.0,0,0,1050.0,2.2,32.8,97.3,47.0,16.3,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,7404.000000000001,4
4746,6760 slide,123.9,4.34,10,120.0,0,1,1500.0,2.4,31.6,97.5,57.9,15.5,0,44,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,8144.400000000001,8
4747,6790 Surge,123.9,4.34,10,128.0,0,1,1500.0,2.4,31.6,97.5,57.9,15.5,0,44,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,8
4748,3720 classic,94.0,3.32,0,20.0,0,0,1050.0,2.2,27.7,115.0,47.0,15.3,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,8144.400000000001,8
4749,5530 XpressMusic,107.0,3.77,10,70.0,1,0,1000.0,2.9,45.5,104.0,49.0,13.0,0,44,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,4
4750,E72,128.0,4.52,10,250.0,1,1,1500.0,2.36,26.1,114.0,58.0,10.0,0,44,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,6663.6,8
4751,3710 fold,94.0,3.32,0,70.0,0,1,860.0,2.2,35.8,89.0,47.0,15.2,0,44,1,3.2,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,6
4752,6730 classic,83.0,2.93,10,48.0,0,1,1050.0,2.2,29.1,112.0,46.0,12.6,0,44,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,9625.2,4
4753,6600i slide,110.0,3.88,0,20.0,0,0,1000.0,2.2,35.8,93.0,45.0,14.0,0,44,0,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,6
4754,7020,86.2,3.03,0,45.0,0,0,860.0,2.2,35.2,91.2,46.7,17.3,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,5182.8,6
4755,2720 fold,90.3,3.17,0,9.0,0,0,860.0,1.8,23.5,93.0,46.0,17.9,0,44,0,1.3,0.0,-99999.0,-99999.0,1,210,128,1,2961.6000000000004,8
4756,2730 classic,87.7,3.07,0,30.0,1,0,1020.0,2.0,24.1,109.6,46.9,14.4,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,2961.6000000000004,8
4757,E52,98.0,3.46,10,60.0,1,1,1500.0,2.4,31.4,116.0,49.0,9.9,0,44,1,3.2,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,4
4758,6216 classic,88.0,3.1,0,22.0,0,0,1000.0,2.0,25.9,114.7,41.7,14.5,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,11106.000000000002,4
4759,5730 XpressMusic,135.0,4.76,10,100.0,1,1,1000.0,2.4,31.2,112.0,51.0,15.4,0,44,1,3.15,0.0,-99999.0,-99999.0,1,410,128,1,11106.000000000002,4
4760,5330 XpressMusic,113.0,3.99,0,70.0,1,1,1000.0,2.4,36.8,101.0,48.0,14.0,0,44,1,3.15,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,6
4762,N86 8MP,149.0,5.26,10,8.0,1,1,1200.0,2.6,39.4,103.4,51.4,16.5,0,44,1,8.0,0.0,-99999.0,-99999.0,1,410,128,1,13327.2,8
4763,E75,139.0,4.9,10,85.0,1,1,1000.0,2.4,31.9,111.8,50.0,14.4,0,44,1,3.2,0.0,-99999.0,-99999.0,1,225,128,1,9625.2,4
4764,E55,98.0,3.46,10,60.0,1,1,1500.0,2.4,31.4,116.0,49.0,9.9,0,44,1,3.2,0.0,-99999.0,-99999.0,1,225,128,1,11106.000000000002,6
4765,6720 classic,110.0,3.88,10,50.0,1,1,1050.0,2.2,30.3,110.0,45.0,14.0,0,44,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,8
4766,6710 Navigator,117.0,4.13,10,50.0,1,1,950.0,2.6,39.9,104.8,50.1,14.9,0,44,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,10365.6,8
4767,5630 XpressMusic,83.0,2.93,10,60.0,1,0,860.0,2.2,29.1,112.0,46.0,12.0,0,44,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,8884.800000000001,8
4768,6700 classic,116.5,4.09,0,170.0,0,1,970.0,2.2,30.3,109.8,45.0,11.2,0,44,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,4
4769,6303 classic,96.0,3.39,0,17.0,1,0,1050.0,2.2,29.8,108.8,46.2,11.7,0,44,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,8884.800000000001,8
4770,2700 classic,85.0,3.0,0,32.0,1,0,1020.0,2.0,24.7,109.2,46.0,14.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,3702.0000000000005,8
4771,6208c,120.1,4.23,0,13.0,1,0,860.0,2.4,33.0,109.8,49.3,13.3,0,44,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,11106.000000000002,4
4772,8800 Gold Arte,150.0,5.29,0,4.0,0,0,1000.0,2.0,24.9,109.0,45.6,14.6,0,44,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,79222.8,8
4773,N97,150.0,5.29,10,32.0,1,1,1500.0,3.5,52.1,117.2,55.3,15.9,0,44,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,4
4774,6260 slide,114.0,4.02,0,200.0,0,1,950.0,2.4,37.1,99.4,46.5,15.4,0,44,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,11106.000000000002,6
4775,E63,126.0,4.44,10,120.0,1,0,1500.0,2.36,25.9,113.0,59.0,13.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,8884.800000000001,6
4776,7100 Supernova,103.5,3.63,0,4.0,0,0,860.0,2.0,26.1,98.0,48.4,15.0,0,44,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,6
4777,5130 XpressMusic,88.0,3.1,0,30.0,1,0,1020.0,2.0,24.7,107.5,46.7,14.8,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,4442.400000000001,6
4778,2330 classic,80.0,2.82,0,10.0,0,0,1020.0,1.8,20.7,107.0,46.0,13.8,0,44,0,0.0,0.0,-99999.0,0.0,1,225,128,1,3702.0000000000005,4
4783,5800 XpressMusic,109.0,3.84,10,81.0,1,1,1320.0,3.2,49.2,111.0,51.7,15.5,0,44,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,9625.2,4
4784,N85,128.0,4.52,10,74.0,1,1,1200.0,2.6,40.6,103.0,50.0,16.0,0,44,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,18510.0,6
4785,N79,97.0,3.42,10,50.0,1,1,1200.0,2.4,33.1,110.0,49.0,15.0,0,44,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,13327.2,8
4786,8800 Carbon Arte,150.0,5.29,0,4.0,0,0,1000.0,2.0,24.9,109.0,45.6,14.6,0,44,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,62193.600000000006,4
4787,3610 fold,97.0,3.42,0,30.0,0,0,1020.0,2.0,28.1,99.6,44.3,19.6,0,44,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,7404.000000000001,4
4788,7610 Supernova,99.0,3.49,0,64.0,0,0,860.0,2.0,26.3,98.0,48.0,15.0,0,44,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,7404.000000000001,6
4789,7510 Supernova,124.0,4.37,0,20.0,0,0,870.0,2.2,34.9,92.5,46.4,16.7,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,9625.2,8
4790,7310 Supernova,83.0,2.93,0,32.0,0,0,860.0,2.0,25.6,106.5,45.4,12.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,8144.400000000001,8
4791,7210 Supernova,69.8,2.43,0,30.0,0,0,860.0,2.0,26.0,106.0,45.0,10.6,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,6
4792,E71,127.0,4.48,10,110.0,0,1,1500.0,2.36,26.5,114.0,57.0,10.0,0,44,1,3.15,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,8
4793,E66,121.0,4.27,10,110.0,0,1,1000.0,2.4,33.5,107.5,49.5,13.6,0,44,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,13327.2,8
4794,6600 fold,110.0,3.88,0,18.0,0,0,860.0,2.13,36.4,87.7,44.0,15.9,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,11846.400000000001,4
4796,6600 slide,110.0,3.88,0,18.0,0,0,1000.0,2.2,37.0,90.0,45.0,14.0,0,44,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,11106.000000000002,4
4797,3600 slide,97.3,3.42,0,30.0,0,0,860.0,2.0,26.8,97.8,47.2,14.5,0,44,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,4
4798,5320 XpressMusic,90.0,3.17,10,140.0,1,0,890.0,2.0,24.9,108.0,46.0,15.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,9625.2,6
4799,5220 XpressMusic,78.0,2.75,0,30.0,1,0,1020.0,2.0,26.4,108.0,43.5,10.5,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,8144.400000000001,4
4800,6212 classic,88.0,3.1,0,22.0,0,0,1000.0,2.0,22.9,114.7,47.1,14.5,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,14067.6,4
4801,5000,74.0,2.61,0,12.0,0,0,700.0,2.0,25.4,106.0,46.0,11.1,0,44,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,4
4803,2680 slide,97.0,3.42,0,12.0,0,0,860.0,1.8,21.9,99.0,47.0,15.0,0,44,0,0.0,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,6
4804,1680 classic,73.7,2.57,0,11.0,0,0,700.0,1.85,21.7,108.0,46.0,15.0,0,44,0,0.0,0.0,-99999.0,-99999.0,1,390,128,1,2961.6000000000004,4
4806,N96,125.0,4.41,10,16.0,1,1,950.0,2.8,42.9,103.0,55.0,18.0,0,44,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,16288.800000000001,4
4807,N78,101.8,3.56,10,76.0,1,1,1200.0,2.4,32.2,113.0,49.0,15.1,0,44,1,3.15,0.0,-99999.0,-99999.0,1,410,128,1,12586.800000000001,4
4808,6220 classic,90.0,3.17,10,120.0,0,1,900.0,2.2,29.5,108.0,47.0,15.0,0,44,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,11846.400000000001,8
4809,6210 Navigator,117.0,4.13,10,120.0,0,1,950.0,2.4,35.3,103.0,49.0,14.9,0,44,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,11106.000000000002,8
4810,6124 classic,93.0,3.28,10,35.0,0,0,890.0,2.0,25.6,105.0,46.0,15.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,10365.6,4
4811,6650 fold,112.0,3.95,10,30.0,0,1,1500.0,2.2,32.0,99.7,47.0,16.2,0,44,1,2.0,0.0,1.0,1.0,1,410,128,1,5923.200000000001,8
4812,3555,94.0,3.32,0,30.0,0,0,1020.0,1.8,23.1,99.6,44.3,20.5,0,44,0,0.0,0.0,1.0,1.0,1,210,128,1,3702.0000000000005,6
4813,3120 classic,85.0,3.0,0,24.0,0,0,1000.0,2.0,24.8,111.0,45.0,13.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,7404.000000000001,8
4814,7900 Crystal Prism,101.0,3.56,0,1.0,0,0,850.0,2.0,24.6,112.0,45.0,11.3,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,12586.800000000001,8
4815,2600 classic,73.2,2.57,0,10.0,0,0,870.0,1.77,19.3,109.6,46.7,12.0,0,44,0,0.0,0.0,1.0,-99999.0,1,210,128,1,4442.400000000001,4
4817,3110 Evolve,87.0,3.07,0,9.0,0,0,1020.0,1.8,20.6,108.5,45.7,15.6,0,44,0,1.3,0.0,-99999.0,-99999.0,1,210,128,1,7404.000000000001,6
4818,N82,114.0,4.02,10,100.0,1,1,1050.0,2.4,31.7,112.0,50.2,17.3,10,44,1,5.0,0.0,-99999.0,-99999.0,1,210,128,1,12586.800000000001,6
4819,8800 Sapphire Arte,150.0,5.29,0,1.0,0,0,1000.0,2.0,24.9,109.0,45.6,14.6,0,44,0,3.15,0.0,-99999.0,-99999.0,1,210,128,1,53308.8,6
4820,8800 Arte,150.0,5.29,0,1.0,0,0,1000.0,2.0,24.9,109.0,45.6,14.6,0,44,0,3.15,0.0,-99999.0,-99999.0,1,390,128,1,45164.4,4
4821,6301,93.0,3.28,0,30.0,0,0,860.0,2.0,26.5,106.8,43.8,13.1,0,44,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,9625.2,4
4822,E51,100.0,3.53,10,130.0,0,0,1050.0,2.0,23.5,114.8,46.0,12.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,8884.800000000001,4
4825,N81 8GB,140.0,4.94,10,8.0,1,0,1050.0,2.4,35.0,102.0,50.0,17.9,0,44,0,2.0,0.0,-99999.0,1.0,1,225,128,1,14808.000000000002,6
4826,N81,140.0,4.94,10,12.0,1,0,1050.0,2.4,35.0,102.0,50.0,17.9,0,44,0,2.0,0.0,-99999.0,1.0,1,410,128,1,14808.000000000002,4
4827,N95 8GB,128.0,4.52,10,8.0,1,1,1200.0,2.8,46.3,99.0,53.0,21.0,10,44,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,17029.2,6
4828,5610 XpressMusic,111.0,3.92,0,20.0,0,0,900.0,2.2,31.4,98.5,48.5,17.0,0,44,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,6
4830,6555,97.0,3.42,0,30.0,0,0,1020.0,2.0,28.1,99.6,44.3,19.6,0,44,0,1.23,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,4
4831,7900 Prism,101.0,3.56,0,1.0,0,0,850.0,2.0,24.6,112.0,45.0,11.3,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,12586.800000000001,4
4832,7500 Prism,83.0,2.93,0,30.0,0,0,700.0,2.0,25.8,109.0,44.0,14.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,8884.800000000001,4
4833,8600 Luna,143.0,5.04,0,128.0,0,0,900.0,2.0,25.7,107.0,45.0,15.9,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,21471.600000000002,4
4834,6500 slide,125.0,4.41,0,20.0,0,0,900.0,2.2,33.4,96.5,46.5,16.4,0,44,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,10365.6,6
4835,6500 classic,94.0,3.32,0,1.0,0,0,830.0,2.0,25.1,109.8,45.0,9.5,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,11106.000000000002,8
4837,3500 classic,81.0,2.86,0,8.5,0,0,820.0,1.8,21.2,107.0,45.0,13.1,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,5182.8,8
4838,2630,66.0,2.33,0,11.0,0,0,700.0,1.8,21.6,105.0,45.0,9.9,0,44,0,0.0,0.0,-99999.0,-99999.0,1,390,128,1,4442.400000000001,8
4840,6267,105.0,3.7,0,30.0,0,0,1020.0,2.2,34.0,93.9,46.9,21.5,0,44,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,11846.400000000001,4
4841,2760,81.0,2.86,0,10.0,0,0,700.0,1.9,29.1,87.0,44.8,20.7,0,44,0,0.0,0.0,-99999.0,0.0,1,225,128,1,4442.400000000001,8
4846,6120 classic,89.0,3.14,10,32.0,0,0,890.0,2.0,25.6,105.0,46.0,15.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,7404.000000000001,4
4847,6121 classic,89.0,3.14,10,32.0,0,0,890.0,2.0,25.6,105.0,46.0,15.0,0,44,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,13327.2,8
